clanId;gold
25;-39988
17;-58952
10;-10026
13;-11580
13;-20675
19;-17924
16;59682
23;-50264
19;19403
24;4054
13;-46802
20;-393
10;-58882
8;84123
7;74759
24;-53414
7;-81079
15;-58274
3;67092
8;-78600
9;-66518
2;6683
8;56370
5;-31071
9;-92524
25;52019
14;85089
25;-88643
18;-43903
16;-55677
13;-86491
23;-43378
8;48671
21;-58448
18;94286
7;51440
23;-82202
25;74402
15;-556
5;7953
7;13416
2;32901
6;25936
16;65450
20;69031
20;20507
1;-11853
20;-19518
18;66886
1;-60646
23;41698
15;-19213
11;-71389
6;65812
10;-96234
9;-33893
7;15987
15;-80102
16;-23283
11;-34170
17;64196
3;-50920
15;76840
7;30414
20;68995
1;11546
9;-32528
2;-2520
15;57496
11;49082
8;-76685
14;-67657
15;82529
7;-22052
15;87273
5;76798
22;-63164
10;-42553
16;-68165
25;55872
20;74129
20;53309
10;-93290
8;67033
17;41970
16;-96034
9;16760
17;44891
2;-46948
23;-15642
22;-80462
21;25583
8;88007
23;-56024
24;16935
12;-6123
22;79227
18;-50852
18;56893
2;-43452
12;59777
13;74015
24;-26545
5;39381
5;95288
1;9102
9;23459
1;-69773
7;-81013
5;13102
22;-47038
9;78063
15;27822
1;-23526
20;-48082
17;21194
13;-54593
22;87702
9;-60827
12;34317
8;-32305
13;-83895
3;80844
12;3811
25;17997
20;-12688
13;-28690
8;-9671
22;65932
22;38752
15;-43137
17;-89324
3;91266
1;43477
6;49785
21;-81607
13;8413
14;-33278
14;97674
5;-78387
1;38767
1;-66022
16;73499
3;-54669
11;61856
16;-68686
8;-1324
1;5758
6;-78742
22;52525
20;98945
11;4113
13;-54258
1;20905
25;-60174
4;-8801
15;19077
21;-71048
11;84653
15;56271
8;-40700
1;48870
20;-10696
15;74248
18;-88857
25;22311
4;20183
17;-57386
12;-42849
6;-29092
15;-72962
14;-54700
11;-22011
21;23006
10;-20284
22;94187
15;-80724
16;14742
14;-93620
6;-32073
20;86707
17;51450
15;-40308
2;-55887
18;43779
18;59182
12;-47579
20;6603
20;-94499
3;-67049
17;-13145
5;63048
24;-65047
20;47906
20;21939
24;-26079
17;54120
3;68011
16;70476
19;13880
4;5616
18;30203
24;94644
9;62816
9;-18473
15;4390
11;30350
17;11076
1;97548
19;21899
23;6811
24;-71224
8;-16222
23;-13417
24;5134
19;97079
9;22008
9;-88979
17;87176
8;-60762
25;15044
14;12605
8;-81779
5;-21543
21;18758
12;54597
23;-1855
13;38968
25;-45906
6;84045
11;-49816
7;7617
17;-13969
17;37077
12;-98219
13;-21045
14;56045
4;71230
17;-73617
22;75688
14;33036
15;-50591
16;-130
13;-41464
7;98724
12;28331
4;39420
10;67735
5;-63036
2;-58163
2;2865
17;61972
18;4798
14;-22390
11;30557
17;-24403
19;-49543
5;-38518
12;39877
1;-18102
7;96567
5;97878
25;-81653
23;86251
18;-17670
1;-3126
11;21388
3;-49920
5;15802
17;-99185
22;-33394
9;-13781
17;64504
12;-89833
2;-68381
24;-51853
19;-48771
1;95081
19;43321
20;96925
17;40256
21;99604
8;2816
25;-83701
17;39558
8;20221
12;-91473
12;-49313
3;-61119
7;94730
9;-57372
17;34861
25;-97551
18;-67408
6;15900
3;-68557
16;-16053
17;-9079
21;16108
5;-50420
2;-84202
12;22491
21;63906
12;-74201
24;22360
23;-4633
20;43830
25;-99368
6;37648
4;39337
16;-54674
13;4019
22;90580
23;43811
13;-22389
2;-384
18;-94163
6;-68060
1;-7909
18;58566
25;-30057
2;12271
3;10186
19;46925
4;50418
9;52999
4;-35222
10;10047
18;82421
16;15496
13;-78214
2;-27934
4;89986
20;30491
22;-47754
10;85888
25;72244
19;-19812
15;40476
20;58962
23;-33968
1;17442
8;-48559
11;-24413
8;30853
12;-54242
15;-9315
24;24413
5;-28371
21;94862
24;-78365
18;55075
24;-10294
8;-38756
2;-86309
14;78544
2;-14959
5;-56160
14;-94450
8;-98171
14;92190
11;35754
25;15442
1;-85059
19;-53481
6;74489
12;23327
5;79819
7;34205
5;-32248
19;94454
9;-67019
18;-55492
13;23916
20;58707
23;68965
3;-96608
24;-34534
24;51356
10;65282
8;-57477
10;48935
5;41806
12;-49187
6;-74855
3;-33285
17;39137
11;90386
5;10942
14;2941
16;-9312
4;-13873
10;-65294
9;-88509
11;94766
23;36655
3;54928
19;-52482
15;68048
22;66927
24;30026
11;6002
10;-363
13;-28789
21;60236
25;-81209
12;61263
17;-94664
25;15093
4;-40056
2;-17249
7;79779
24;-60560
7;-15767
17;63728
11;-62655
2;-9044
24;-78608
16;-72778
2;-58238
22;96449
6;76898
9;-31636
22;-92656
19;8712
12;16524
17;98374
1;76323
8;31978
6;57804
23;75515
14;-48085
12;-17888
2;-44688
17;-71752
12;-34580
24;90449
6;-70623
2;-51382
12;3265
5;-1753
17;-63274
24;46825
9;-26777
25;-59749
1;31136
1;8169
23;73159
1;52374
21;-26399
25;43660
24;9091
14;69602
25;-70398
3;53377
3;67813
5;99113
10;66231
22;18830
14;77940
13;53381
14;50413
13;-25352
8;89528
19;19497
25;-85257
23;64303
13;63608
12;-14109
11;20600
3;46158
9;6916
25;-57237
25;-89206
25;-62038
9;-85067
25;-52749
17;42634
15;-62168
22;-180
18;14943
3;-24990
1;75555
16;-35427
13;60833
13;85673
23;-11825
2;73618
13;-73228
2;-57494
17;41717
23;92603
8;-93712
4;-99730
14;-58653
25;89185
16;13553
4;16196
25;62765
18;-94940
12;94734
5;-38518
3;43022
24;-21295
6;-25223
2;87100
15;-25983
14;-42373
24;-41145
23;75673
24;53845
10;82797
8;24271
13;15635
20;79030
10;82894
14;32925
14;15297
13;-71442
3;77421
3;33634
13;23673
8;-49562
14;5185
11;45019
12;-38194
10;-80990
24;66356
8;5862
14;65870
2;-60333
15;57127
24;-6320
16;-23657
23;-97480
10;-67658
8;-63724
13;-54571
12;-61706
14;-55593
12;-7903
25;24788
4;95518
23;-4102
16;74425
8;69457
14;9675
10;-78881
17;-15818
4;-16520
22;-80059
14;-1939
9;80090
19;-21665
25;81122
8;16392
21;35908
24;-19404
7;17593
22;71660
22;74635
1;-3656
17;-15106
22;6721
23;28194
13;81538
10;-87887
6;96128
11;-94571
10;52404
24;-29709
17;74437
20;22072
1;46162
2;-2145
4;49855
2;27991
2;-54305
6;77375
25;29113
25;-19697
18;35085
11;-62363
20;-65129
8;-40852
7;43381
12;-52780
21;-9516
6;59464
15;52366
4;-39243
10;-15112
20;252
2;32853
24;-19631
3;-52302
11;53237
25;19025
9;-73834
21;-22589
5;68554
18;26966
1;-29113
23;86192
2;77610
24;97526
24;34547
16;-55857
17;30931
24;-2913
12;5744
18;17854
8;-2275
3;-16625
22;43725
20;-51431
10;-93256
20;85613
17;-15649
5;-18692
17;65807
8;26105
12;-88830
20;-38598
25;-40568
25;72226
9;-34812
18;50211
1;-38536
6;9596
11;-61063
1;-14843
20;38284
20;20574
6;-70862
9;18534
24;-39804
21;2797
2;50378
12;78967
14;64214
25;-17321
10;-83567
3;-23851
4;11062
9;88673
18;-23875
9;38819
17;22450
22;60430
15;90332
6;-98750
18;-51569
1;-16736
25;12691
17;44397
17;-28139
18;74649
24;53963
17;2366
20;-44749
2;54094
6;-8176
7;7727
9;-12095
16;-77352
21;60790
4;-56104
11;-72208
20;-62613
5;28001
20;-12887
24;2579
21;4456
23;-91378
1;-19775
22;57608
5;-92105
14;-36438
14;35797
4;87909
4;27541
24;83973
20;-23280
13;-40207
2;36663
13;65494
22;14652
16;32404
11;-22627
1;-35248
17;78096
8;-71647
19;9290
20;-99470
20;-34033
19;77375
22;97084
22;-439
6;-92278
9;-8461
21;-48800
9;55799
2;-29038
11;-41664
13;-71719
3;-47224
1;97282
7;29483
5;-22613
20;64077
16;74216
25;-88293
13;63012
4;27009
22;-50669
7;95645
19;-23732
15;-20096
2;62291
4;24732
25;96524
8;52663
13;60362
16;-88776
15;-85895
19;-23881
18;-77205
13;-30588
20;95012
14;-93877
18;-30395
5;51529
6;51992
9;84440
8;-47918
17;67580
25;-65956
12;35311
21;39256
6;49461
6;-32336
8;5902
24;21512
13;-86182
10;83663
23;-36017
9;53162
5;21119
10;-82595
11;72245
12;92861
13;90620
24;-16252
25;-89525
13;40390
7;20552
17;-93996
22;58155
17;-43525
4;7641
6;54192
17;-27898
15;69232
2;-70457
25;-606
4;36948
4;-28418
18;30183
8;-41190
8;60397
11;90012
20;97412
15;62025
12;-47205
3;85388
15;84214
24;-73485
24;-35653
6;-64529
24;-80950
10;89829
18;-21596
10;34806
14;69247
9;-56876
3;-65530
5;-57511
8;53157
3;99756
16;-4430
11;91782
13;61363
16;18555
4;-28606
22;69070
1;71701
21;36461
22;76527
13;-4410
7;-79275
21;27027
23;62847
6;-35761
2;97224
15;87086
20;80122
17;78198
12;1951
18;26308
17;-61021
22;53119
10;-52318
11;49830
9;-39048
7;37829
11;-78236
12;67055
14;-20715
22;-48792
1;-75347
5;69851
11;-96563
13;-63580
22;82696
20;11825
19;43724
12;76807
16;-69435
6;17979
23;-32688
3;-31384
3;21921
17;41806
2;-96157
15;-90779
5;36508
23;-13663
17;-7612
10;-78880
13;92912
15;43912
22;793
15;-97400
22;-33963
16;97672
4;-362
14;15995
14;-96588
13;28070
12;-75068
25;-85819
7;-43006
24;-89562
4;-7538
25;18551
21;60783
14;2043
18;7334
12;10678
23;-30404
17;-90631
7;-12567
4;25956
8;24607
2;95510
11;-96032
10;29077
23;-71441
3;-58188
20;-18524
8;10551
10;28755
21;-26700
19;-32746
21;-33965
13;64238
24;59532
22;21920
6;87423
7;-65828
22;-13195
8;74386
2;69386
19;-77364
20;54297
1;81681
5;-32102
1;-63583
23;-92017
4;-58699
5;-37578
25;52633
25;-40590
18;56502
1;72086
17;-54866
7;52265
5;-97767
4;45359
25;-22325
8;-90127
21;-80084
2;60620
17;-35415
13;66005
8;76985
7;-27696
19;25241
8;-54635
13;-12428
25;-74441
19;-72003
4;79225
4;-90728
16;65666
9;82024
2;-96059
2;67516
14;-69311
11;-99369
21;18531
4;-78237
21;45875
11;14661
14;16978
19;-32270
18;-46988
8;21103
19;-43902
1;-49391
3;-98306
22;8447
13;-73691
25;-92493
5;63703
12;-56174
24;-82341
1;-37582
16;88838
22;97398
16;-4982
9;25889
21;40530
18;-72684
21;-5611
23;-8172
18;-61050
13;-71640
12;31140
14;97085
20;-15151
17;1405
2;-73242
8;27999
21;13503
4;97223
3;-88912
2;1758
7;87705
2;71157
16;10975
17;66056
24;-51366
1;15134
13;28250
23;51597
14;35242
22;-59293
15;-23951
7;-89575
5;-35497
12;81616
12;-41922
13;99571
11;23262
13;49848
5;76235
21;5548
14;19527
21;87386
12;40498
1;-80732
16;9091
12;24078
15;37703
11;-11973
8;-63900
9;-70123
11;94281
14;-78165
19;-37191
23;8131
12;-49679
5;-69445
16;84567
14;22910
19;-33955
13;-17966
15;68425
11;34135
25;-16083
22;-75762
3;5407
22;-95440
2;34943
1;-37070
2;97916
7;80710
7;91396
24;-96948
15;-78633
22;66883
2;-71517
3;42234
7;-80670
2;-44268
18;20867
19;73302
10;-1976
8;85635
10;92266
19;-14832
20;72306
22;4180
24;-22265
25;98956
13;82541
23;-24966
3;35469
25;78843
7;56137
21;33885
4;85617
7;29018
1;-27861
18;-26344
8;15774
12;-84938
15;-38215
2;-98176
23;26721
23;-60635
20;6118
17;26957
12;84289
15;89453
7;64643
4;-95989
23;82789
19;-35009
11;28569
7;-2186
7;61396
9;-67915
24;-61626
18;-45132
25;12141
13;-60578
19;-54295
15;16456
5;64091
20;82860
2;-87373
22;-54879
19;78080
18;-26937
9;13518
10;78145
8;-47061
25;-57530
23;68726
2;60343
6;-51422
7;-19911
19;67012
19;82369
17;13908
3;-78095
18;46647
12;98284
5;98983
19;20491
22;-15721
19;-57396
16;71988
3;63688
8;85503
4;9649
4;-40585
12;-67226
8;22580
10;-11390
8;-78676
23;-66608
8;13713
25;-62831
5;-28456
16;22887
23;-49084
3;37117
14;-20285
11;-96253
20;-13720
21;8884
22;83530
22;280
17;59790
2;-28902
9;19192
11;51569
23;-58273
14;-179
6;-14027
24;17501
13;8446
3;81888
3;43150
8;85059
6;-27973
20;44806
6;-91564
3;35871
10;-62270
4;88309
16;68678
2;33462
9;-33891
15;57959
12;12964
23;-25310
25;-71415
9;68408
9;2877
11;17760
7;-71352
9;68931
22;-82167
11;-83730
13;40033
1;-15290
15;-82173
8;26130
15;-96394
22;-8323
6;-9462
14;38906
15;12709
17;-88774
15;48307
1;37517
10;-52818
1;44966
21;-12874
25;27792
17;-13810
15;-11902
10;-29647
15;5463
18;-26513
21;-31821
4;-14086
12;-72989
16;-97836
21;-16355
21;26958
3;83675
21;12422
7;-64093
7;-63675
16;56650
4;-3451
19;46232
20;-1105
11;6696
8;93458
5;57984
13;3658
20;92605
10;52519
20;19308
12;-35804
8;8949
8;96523
11;88572
4;99295
2;97745
21;-89347
13;-99841
4;-1777
2;-55619
6;84350
16;51855
10;195
15;95047
3;-52263
12;74170
20;80384
25;2733
4;33374
1;8900
22;-90615
6;24431
5;-22395
16;76309
10;-31180
9;90245
11;-38016
6;83738
17;59184
25;21514
2;95989
2;25094
7;-24192
20;85226
8;39307
20;2920
23;37021
17;21896
13;67981
11;19029
12;39417
24;56472
10;-13847
20;22146
3;67774
5;5570
3;40960
23;38476
20;37902
12;9315
23;-62483
4;32817
15;85317
19;-43972
16;12875
16;-4008
9;-45564
21;-40852
12;92022
19;64073
22;-24203
24;-59323
6;-19048
16;-59682
20;72413
6;70477
23;34602
6;-96500
1;36930
14;-48815
18;83110
14;-81738
15;-68417
4;69289
12;-17281
7;-54057
17;-85379
13;37045
25;-28076
11;-512
15;5626
1;24566
20;89216
24;94819
4;25212
17;8714
12;24319
1;30671
21;34578
6;6594
24;40295
21;57118
10;-82052
1;13526
9;69680
5;67167
12;67492
24;-94245
21;-19414
18;26438
25;83347
15;-64386
22;76738
10;-90463
5;16189
10;60906
5;-2542
23;8458
24;96262
24;20815
14;-57508
17;-16271
13;54180
18;99330
11;45693
4;86291
16;27581
12;56462
8;-33815
15;85604
7;65922
14;74623
12;40335
9;-83006
11;35323
14;-73201
9;60544
2;-27464
17;-78644
16;430
2;-22408
15;-92028
14;-89131
25;99315
12;-61712
14;-94112
6;63199
16;-21240
23;-2266
12;94031
3;23250
12;-62241
9;54644
23;32545
13;-2288
12;-42117
2;-63196
4;-46064
16;-42682
1;-58461
11;7288
3;12594
23;98241
13;-70032
2;78631
2;-70345
8;45389
24;-51357
1;41749
14;-73904
11;93284
17;55418
17;95090
24;-41580
12;-43289
20;84100
22;47375
2;-95590
18;-79265
20;13011
9;92647
10;-46200
22;-27336
18;-11684
23;17005
1;-16937
9;-93571
15;-98701
9;-86560
24;34762
1;-35961
22;-47664
24;34184
14;-57017
12;72893
7;-51055
9;74047
5;99349
8;66600
21;57341
23;61152
24;3950
4;91289
12;85980
13;-57696
12;69613
12;-30194
5;57045
20;-1394
1;-86563
17;17710
4;74285
7;29600
23;-8855
1;-71316
17;38734
21;8767
2;19340
12;14035
3;-96138
21;-68449
23;-71485
12;-12580
11;65154
3;-23147
5;-79160
1;88266
15;-47225
3;-73975
8;-85649
23;-49795
18;59190
8;-80093
5;-90742
14;39884
9;27729
10;-72259
14;85678
5;-39201
14;-40933
8;-85184
12;-24189
22;3228
2;42330
10;-7905
11;-13278
14;-83865
18;66759
5;-48196
25;64304
12;-647
21;57849
9;-96834
15;-63444
3;28551
18;-66376
13;74316
12;10175
10;45625
6;-72349
2;94411
11;77313
4;52143
16;63367
23;62460
7;-81556
1;-79088
16;13186
19;-71410
11;71661
5;-87853
10;64205
12;-69929
10;56079
24;-18678
21;32908
13;-30153
11;-71359
12;-44159
7;-42190
23;79332
9;64361
18;47786
15;33531
18;-55028
4;56592
20;-25239
25;82176
11;637
22;-44653
22;-78180
23;47975
10;-37260
17;29190
8;76711
18;7268
25;-44058
2;-37101
24;55741
8;42961
18;-7856
24;73600
7;-89814
2;-45896
19;23318
11;-45422
6;-85303
20;2504
14;21891
19;34795
10;-62795
11;-9462
16;99352
16;-69528
19;-78374
1;32107
15;-39689
22;8438
3;39798
17;-26133
23;31127
13;-90129
4;1384
1;-63083
12;-8539
15;-96805
4;-63276
22;30336
14;37422
17;-79408
15;99131
21;-47474
1;-53983
14;49899
18;-81126
9;70331
20;-63394
10;-70505
9;-28997
15;65651
6;26156
9;-94955
2;-76620
11;-79696
19;63326
15;37380
10;33187
12;77017
13;22302
15;-82274
4;-33951
8;-33946
15;-66154
7;-22458
4;-47494
6;-25203
2;-18118
20;30511
1;-98246
24;-18899
17;-18817
19;18006
23;-65060
8;13183
14;-45191
15;38278
8;20251
25;-73287
7;-42280
8;-4735
25;-36686
13;-63148
20;-88853
9;-27268
4;39830
12;99823
7;31611
10;-61369
6;96212
5;-97031
2;-73044
23;-86632
3;86739
19;54265
22;-68510
4;-55805
18;-13321
3;77034
14;-55400
18;-96978
2;-24865
4;-83323
5;75714
11;-30149
21;72938
16;-4164
17;-19857
22;-61929
10;-74568
4;-37024
4;-24561
14;-92306
8;-5901
6;95894
2;-71138
2;-33387
8;40724
25;-27185
18;73339
4;-65252
20;-96969
25;16622
11;37180
14;34056
11;21728
3;-13439
17;-32461
12;-95805
5;70794
15;98867
5;-27160
12;-25589
9;94461
11;-10393
24;13932
11;-45912
1;49501
6;-6917
9;77356
11;-56044
9;28776
22;26109
11;72724
20;-20806
19;28027
3;-97386
21;75504
1;43555
18;46488
11;-25758
7;-63675
7;-29244
21;-21593
5;-38738
13;12002
4;58055
17;-13497
17;-99879
12;-37712
11;-52319
13;54478
22;-39227
18;-51588
10;-61729
16;95787
9;28815
10;49870
6;-81587
22;48120
6;36803
6;-4158
1;-26486
6;81850
25;63570
15;-31732
8;-95018
25;-94940
23;-27190
22;78475
15;62774
11;-21302
25;48382
12;-35296
24;73064
8;-78658
1;-32992
23;93232
25;90382
20;78646
4;-30051
6;-67240
25;16438
18;23254
12;82167
17;44712
1;60737
19;12030
3;-23133
8;-4163
17;92874
22;-80450
13;-29096
9;-68439
7;-27960
11;22585
4;-79556
14;82155
12;49847
6;45000
16;96574
12;-43195
7;-1853
10;-80349
21;49051
18;99323
13;-45128
25;-66212
14;-31998
17;10196
25;-57144
8;71031
25;-250
22;-43863
16;-57116
10;-9660
13;19055
15;-97819
3;-29905
15;29
20;60621
9;-43957
18;-83043
3;-96255
14;43339
10;-41587
7;47062
13;-12415
17;32163
9;-38902
4;9745
15;52424
21;-56507
12;-75071
19;19017
5;-39425
9;9667
20;94832
18;-21379
9;-26495
8;-10987
25;-737
19;-54674
4;71965
8;-45914
25;-79062
9;-79198
13;-38645
22;-41886
4;88166
17;24175
15;34581
12;-66486
8;36910
22;-56771
23;-89503
7;76929
4;69899
7;-7415
6;93713
14;80956
19;99379
8;87627
21;37853
6;-87491
16;-8744
12;-33342
13;-61917
4;41723
15;12024
3;-51436
19;52722
15;98929
2;17574
9;21771
12;-79192
19;-45414
22;40560
3;-14818
7;-14581
20;-96764
19;921
12;-94178
5;-59121
21;59840
20;26302
3;-1951
19;59452
8;-19585
16;-76176
2;-84905
8;5857
18;49451
5;10920
10;-16552
12;3405
21;-17602
4;-38203
11;-31929
23;-38950
6;33244
4;46137
6;40133
10;-85399
24;-17342
8;77763
22;-73623
6;-91659
7;26856
17;-74529
13;52552
8;70581
12;-17316
3;77168
16;-12052
2;74837
24;34199
25;4260
24;-58848
21;-13956
4;20153
19;-25956
15;99507
13;64524
16;1672
18;-69528
10;94350
14;-99408
10;17774
2;68039
19;81043
2;-24346
20;19362
5;70475
21;-98183
24;-75435
17;-40851
25;62678
1;-27821
6;-68506
5;47243
19;93428
18;-97838
9;30147
22;50628
19;24159
21;-73189
16;54786
20;-26553
12;22531
23;1836
10;72351
10;63656
14;45363
10;-71715
13;23042
12;92816
7;-89933
3;90986
2;47981
17;13898
12;77895
23;19572
20;90152
2;-416
15;-77648
21;-81573
5;33569
25;-36732
16;60837
21;-4947
1;25367
4;94477
16;34609
12;-84914
24;33393
2;-15548
9;-90230
11;-47108
11;-74374
19;47071
19;15356
23;-22800
16;87403
14;-7315
17;-40872
21;16616
18;-96451
15;62595
13;-56096
9;31320
6;73417
16;61253
22;-13777
8;95781
25;-68383
4;-48155
6;-54315
15;-87051
14;-63726
24;83382
2;67053
14;-8533
24;12122
25;-17765
12;-83383
15;27718
19;-40452
20;-51785
24;24580
5;66466
12;61177
23;-38382
5;83120
19;-86777
18;-61730
20;15458
5;-6403
23;-64110
21;32605
21;10879
10;31372
13;-1292
7;-4238
19;-84181
19;-7151
7;92499
12;86894
15;65241
2;-10411
3;-95151
15;21354
20;-53533
6;42591
23;39064
23;-33883
24;-57289
11;-41712
21;-15288
25;86762
17;-12706
25;65982
18;88483
19;-85236
18;-61679
21;-274
22;43898
22;91290
9;86675
24;40245
23;-55493
1;-10277
4;-34433
21;-26707
17;-15933
11;48002
6;-86818
15;-872
15;99228
9;62758
11;-68231
18;-62206
2;5697
25;-65812
22;71817
15;-91380
13;-46358
3;-15278
9;-6611
19;-47486
23;9
10;-92088
9;56679
16;-98405
7;-72930
23;8182
12;-14301
24;85510
18;-80987
13;-12038
16;20453
16;30756
15;-33031
20;42380
2;-92355
13;-50754
19;54654
18;96729
19;-44345
1;76436
21;-72737
6;66025
5;39337
17;-484
15;-91319
9;-19429
3;-91842
2;-17434
13;23843
13;70040
1;12256
13;-67267
11;-47323
19;67209
22;54593
25;-95244
21;-96365
2;-6222
16;27339
17;-67909
6;-62101
14;34986
10;-12868
25;-34770
25;14524
1;-96749
3;95281
25;23888
4;268
21;10869
16;69107
4;45832
19;-63448
6;-11427
5;51847
17;-30202
22;-74399
21;-28949
22;4609
14;33852
21;-45676
6;-43044
9;61056
9;-14776
3;-65365
2;3833
8;12554
22;22914
4;-34723
18;-45734
6;29350
20;-1822
13;94648
12;-55624
10;-8038
20;-71378
12;37883
21;68589
11;7840
21;-46340
16;-96648
1;-48344
3;-93969
8;87103
14;79859
14;-56884
17;-33065
23;-66340
7;49957
4;52655
11;19911
10;-69875
1;15894
13;77206
22;-6513
15;57811
15;74474
11;64415
3;-74098
9;48437
13;-32428
15;86659
1;1588
24;-38006
4;-7567
12;-44558
2;68539
3;59824
24;24926
18;17815
24;37168
19;-69921
3;37203
3;20475
25;-38660
8;-55083
12;-39943
6;-58448
15;-59266
5;54537
22;65393
10;-36152
7;13972
19;-13860
4;46268
3;67464
11;-41137
7;52664
2;98702
16;-18733
2;-14620
14;-55869
23;68545
21;-41060
25;-47053
1;32107
20;-5384
23;35674
18;-15992
3;59109
16;-79443
8;13057
16;-24149
19;8618
25;-47330
4;-80564
19;-40925
23;-43903
21;-6395
15;-6178
8;-85595
19;9121
17;92654
14;-25557
5;12026
23;21488
23;-46037
1;-11224
22;-50892
17;30169
3;-47034
4;55102
21;-6853
25;92589
24;20194
6;-31409
12;94061
23;51456
12;-19356
13;49116
1;250
10;-99066
25;-6341
19;45455
9;35762
9;32761
17;54481
16;-15569
14;-21881
22;-60719
20;8985
23;-22209
19;-5483
11;-9682
10;-4896
5;24545
14;33975
20;-50793
25;7248
11;55511
15;-14931
22;62844
12;61832
6;-61604
20;55262
6;-58846
22;66957
5;53663
4;-48356
21;3933
16;-80433
22;-17316
21;17494
25;-54152
4;-59163
20;58818
6;-42654
1;81907
2;63670
15;77513
24;-24860
23;44556
16;13640
8;83425
21;34045
3;-1409
4;-39451
6;-80898
16;69282
4;-59803
1;68132
23;85120
16;-7697
7;69827
4;3496
20;83270
17;53391
5;89419
6;-10559
9;-30571
10;-98801
17;24775
15;11892
13;-58836
13;-49350
20;91200
17;-6411
8;56505
19;27185
8;-15022
22;-79339
10;-26077
25;-48592
1;-9355
9;-74830
10;52399
5;2685
3;91367
10;86637
22;-9991
1;-62975
20;-7272
14;-24155
2;11100
4;884
1;81395
25;52427
10;97416
18;79388
16;37901
12;-58772
4;-95210
12;97488
13;-75618
13;-39025
6;21188
17;-85406
12;95061
11;-83064
15;-23203
21;-80982
25;-53948
8;-4203
20;-37956
20;26305
3;17046
16;98103
14;-27006
19;-82879
16;34296
16;8343
3;32817
10;86975
12;3679
11;710
25;89087
19;-68107
16;13849
15;-66139
13;-21223
10;-20044
12;36847
20;-99175
8;-60545
16;18106
22;-39728
21;41667
3;-44789
14;-54613
2;-81445
4;23897
3;69192
21;-50346
10;-91612
6;45869
25;10839
23;-61705
22;19454
4;18138
1;23251
21;-86184
7;-40947
12;-77333
2;-70218
11;45648
18;80420
20;43410
15;5219
20;82973
19;97160
3;-41415
1;81754
21;82757
22;14542
13;80697
2;-64111
11;98883
5;62785
9;-57472
3;44630
9;-1350
13;36333
23;-31144
14;46764
8;-65229
6;3234
2;72616
23;15988
17;-61660
19;38153
4;-37555
23;34811
9;27107
2;2876
7;-23160
2;19341
4;-9162
25;31483
5;16678
6;76274
1;5854
24;-53776
13;-82211
24;21632
19;-93384
14;76175
21;-35078
12;-88455
9;90110
18;72510
23;40164
9;97219
7;44255
1;-55791
10;32471
17;-73160
22;5075
6;-23290
1;-76727
20;63639
25;-37135
17;65327
14;43489
11;-47797
19;82839
7;32191
7;-19547
24;9683
6;-98833
21;-74822
5;95851
23;-51306
14;-37102
24;29397
5;25077
4;-37261
7;22200
4;57456
23;66965
20;-20
23;-14461
18;-12792
20;8839
18;-46903
4;96433
16;83305
3;-12253
21;-74099
24;-1044
16;54330
9;68144
15;-91495
3;665
13;89765
17;-70026
9;27150
23;66719
5;-3598
10;36325
2;8982
5;17201
23;57598
6;-77408
7;76885
3;16917
17;55412
24;15985
24;23093
15;81296
21;-9117
13;11338
22;66759
10;17443
16;-34463
6;3905
8;78271
17;-43879
16;41740
13;-30243
6;62671
5;22694
21;1796
9;90473
13;-6656
19;-99355
6;92364
24;7816
3;50642
9;77220
3;-58873
17;-74572
22;80665
23;40891
15;17728
23;-9133
11;65818
5;-43030
16;-5832
20;88285
6;56714
13;14409
4;18238
11;57941
23;7307
21;-77168
21;-60501
13;-34211
7;93081
22;-9036
23;531
16;-48032
4;-60058
16;-83707
12;-96648
8;-97755
11;4067
2;-3754
10;55121
17;3741
13;-64695
7;98997
22;42364
8;2069
4;-29468
23;-37942
23;-36818
16;8636
17;14990
18;-34015
2;-59879
8;-87788
10;-53403
2;76545
7;12759
17;-42102
6;29532
9;-39905
24;70901
25;-55415
17;45214
11;-14694
16;51151
19;-49494
16;-41108
21;90709
19;-10775
24;-49445
14;63872
11;-80136
8;8669
10;16175
19;17353
15;18646
19;-63396
13;-49456
22;-30441
22;-55572
22;-5344
19;-73564
4;98512
15;-10471
7;-91588
25;-91847
18;-1386
17;90416
14;-28338
15;15693
3;-50082
13;-54259
8;-31882
24;-62663
17;59531
1;-20405
16;63310
14;-12282
2;29834
2;75759
22;23269
1;-75494
8;-73085
2;-75645
3;27946
21;92146
5;-66271
3;48761
5;-72462
16;71913
11;-9957
9;80987
1;21783
18;-25524
8;-79825
20;-5660
4;-4104
8;-51974
13;-54832
17;84181
1;85064
8;12057
17;-56344
23;-12301
7;-60051
10;27879
25;-56130
19;-82334
12;6095
10;-82016
25;-50902
6;54781
24;50808
18;71739
4;-96898
21;-64719
3;-83039
1;25887
21;92134
24;65913
6;18640
24;53747
24;90122
15;-85266
4;65056
14;13951
9;-28410
14;-1054
15;-55347
20;91221
20;61246
22;83940
1;-42453
6;-36207
17;39103
18;37885
3;48461
24;80379
7;59572
3;83537
12;-62454
18;86355
19;57978
1;-41890
1;5993
23;-34643
19;79415
10;-15052
20;-99308
8;-17914
23;17193
2;78739
8;43103
1;80630
13;-74465
13;-39563
23;-58615
17;-79490
10;-86170
5;75557
21;-13446
7;-26861
1;-4799
22;53620
16;-32830
24;-33950
15;-79535
7;-80897
13;-30732
5;-54450
